pathway	10WLC1B	10WLC2B	114DHH1B	114DHH2B	117DHH1B	117DHH2B	119DHH1B	119DHH2B	1WLC1B	1WLC2B	21WLH1B	21WLH2B	22WLH1B	22WLH2B	23WLH1B	23WLH2B	24WLH1B	24WLH2B	25WLH1B	25WLH2B	26WLH1B	26WLH2B	27WLH1B	28WLH1B	28WLH2B	29WLH1B	29WLH2B	2WLC1B	2WLC2B	30WLH1B	30WLH2B	31WHC1B	31WHC2B	32WHC1B	32WHC2B	33WHC1B	33WHC2B	34WHC1B	34WHC2B	35WHC1B	35WHC2B	36WHC1B	36WHC2B	37WHC1B	37WHC2B	38WHC1B	38WHC2B	39WHC1B	39WHC2B	3WLC1B	3WLC2B	40WHC1B	40WHC2B	4WLC1B	4WLC2B	51WHH1B	51WHH2B	52WHH1B	52WHH2B	53WHH1B	53WHH2B	54WHH1B	54WHH2B	55WHH1B	55WHH2B	56WHH1B	56WHH2B	57WHH1B	57WHH2B	58WHH1B	58WHH2B	59WHH1B	59WHH2B	5WLC1B	5WLC2B	60WHH1B	60WHH2B	61DLC1B	61DLC2B	62DLC1B	62DLC2B	63DLC1B	63DLC2B	64DLC1B	64DLC2B	65DLC1B	65DLC2B	66DLC1B	66DLC2B	67DLC1B	67DLC2B	68DLC1B	68DLC2B	69DLC1B	69DLC2B	6WLC1B	6WLC2B	70DLC1B	70DLC2B	7WLC1B	7WLC2B	81DLH1B	81DLH2B	82DLH1B	82DLH2B	83DLH1B	83DLH2B	84DLH1B	84DLH2B	85DLH1B	85DLH2B	86DLH1B	86DLH2B	87DLH1B	87DLH2B	88DLH1B	88DLH2B	89DLH1B	89DLH2B	8WLC1B	8WLC2B	90DLH1B	90DLH2B	96DHC1B	96DHC2B	97DHC1B	97DHC2B	98DHC1B	98DHC2B	9WLC1B	9WLC2B
P241-PWY	0	0	0	0	0	0	0	0	0	0	6.911315865	0	10.44474991	6.973689066	10.35001555	0	27.24608728	13.94467836	17.40162816	0	20.68178179	0	13.95872084	0	0	0	0	0	10.4144042	0	0	6.889700245	0	626.0225754	869.5400566	68.47430568	175.4993771	76.29053376	35.73546617	132.804177	221.1172143	126.4526934	300.0056732	435.1854537	163.4681757	619.918745	783.2441548	546.2898425	1051.022761	0	0	266.7687039	38.03592739	0	0	57.68638934	47.28714215	318.3957669	48.84857973	73.81044487	22.15897572	114.4585771	201.0961593	296.0688765	72.88996037	421.8751988	20.73683823	277.9756419	134.5595528	285.1151118	327.4848771	3.496914135	48.08549193	0	6.855766971	13.9392027	0	0	0	0	0	0	0	0	6.548048835	0	0	0	0	0	0	0	0	0	0	0	13.33172884	0	0	0	0	6.883018006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P261-PWY	2493.082582	663.3916854	804.3374518	479.2996339	1098.673149	258.3376117	529.4551885	688.5600987	1120.506257	434.4579112	847.9466634	851.8446145	1100.577786	2411.619018	2033.326674	639.1057782	2454.900266	3769.050256	2555.301141	1873.294657	2907.951912	1903.94543	1844.330334	1048.972198	1683.991361	745.5336734	2086.00544	1603.204015	2255.581576	2193.591781	1354.871624	876.0284031	1475.358558	1126.765816	2737.392209	747.1885716	1292.472305	2912.365808	1552.896303	1323.46506	1192.899719	1244.035542	1623.878497	2453.975284	1545.665464	2538.033955	3520.56278	2689.136951	1481.684301	2727.488192	3313.165444	1475.42866	894.1684687	1970.126612	2673.109936	558.5474215	666.103041	2673.39208	690.824438	1252.243074	845.8029355	1071.886155	715.7459363	1002.065103	413.1245429	2298.321452	1935.13673	1945.581871	241.9960666	2550.788701	1336.777086	2581.10238	2022.890438	466.7758499	899.582305	2728.415891	1247.754627	2311.234376	4517.75124	3890.375195	721.6190433	653.7635817	859.0027773	449.1190116	285.7347919	2109.243201	661.4719845	4062.381821	3073.09618	870.7274067	260.3379807	768.6973206	2508.069446	4107.88894	2883.878561	1829.089542	1570.351498	752.4676512	1028.073191	1112.310386	1907.446632	1137.466597	2312.215717	2133.134923	1613.975018	1591.273041	2205.938358	3807.016254	1666.057021	3412.56239	3268.619007	1559.785832	3664.72092	3637.119112	6118.007584	2362.995616	0	629.2413631	997.0309649	578.7547755	632.2701262	2074.101335	1794.540256	841.2458425	477.0936112	403.904564	654.4230724	1155.088939	706.8193262	678.1976249	655.8309951
P341-PWY	1985.456078	2814.842531	27.47857579	29.95301453	79.83684164	17.49144112	39.95623728	43.3803065	129.6470618	52.34631738	0	157.5406076	584.5490257	291.0421454	197.0618786	147.781611	153.2958352	111.7177008	125.8634896	1207.687115	139.2279346	166.0637967	1446.742948	428.4532981	3.999547486	92.18407203	384.1818348	1978.84771	1313.299409	877.0884463	340.4630948	57.37555611	383.1698624	2367.332908	4450.915765	201.4585347	414.9372	208.9104707	112.8275224	413.0134556	1780.856928	82.23965369	157.7413691	112.4294998	82.70893183	140.1879653	375.6143645	1251.805858	3939.619678	42.46033354	262.3838923	905.8159378	13.83959472	118.1781031	83.04405239	0	882.1080999	444.9538019	54.81804554	903.8754341	449.3145228	122.0000724	48.74315022	769.9760031	29.91933645	195.5877491	50.54335226	89.12760092	477.9595129	144.6724179	1686.132561	116.404848	1060.375887	0	81.94470787	114.4293277	57.42581261	466.1962313	287.8898137	987.1174872	427.695694	342.4521101	45.85775751	116.7807569	0	93.55462008	216.1016148	1028.473943	619.7750607	126.9624654	90.833495	129.5755877	130.7649333	217.8156891	246.6497315	2942.471399	93.40329622	124.5706688	62.28270072	86.21688612	122.4920586	43.70741567	76.14447701	718.5510789	91.00720802	103.4836075	133.4548817	192.5076234	176.9722706	154.5678926	104.3419464	78.63263698	257.4640039	121.8546909	800.4066267	671.648024	0	75.95325705	131.8940105	1125.553092	2168.235988	260.2494288	627.5431276	75.8261078	74.8831343	26.07056467	208.662118	68.44906573	36.21148707	0	191.2190452
P381-PWY	4031.009498	3080.916769	1077.687792	1147.509514	3112.730942	467.963544	1691.232741	388.0335728	1336.275744	1674.305735	2807.719624	2669.661671	4071.204339	3265.047305	476.0070759	76.93222557	661.7370753	3458.905851	1658.834524	1633.452545	2430.176081	1345.910694	5810.284818	1239.068265	274.3993304	434.2508069	1946.626592	2121.081422	2520.598121	1200.18558	465.89971	1088.507894	1337.588315	4961.194371	9524.637373	3179.455393	5003.872162	4062.332007	3825.923056	6373.339529	5775.429053	2753.733297	6995.58588	7044.304059	6189.014867	6992.125338	8591.952731	8456.380149	6755.599764	976.5340822	1381.937996	5449.985091	2916.947008	2143.152963	1167.556675	1575.577465	1875.296883	6371.290959	1013.640493	2173.41118	1250.163288	4127.54987	2792.494177	3009.9556	840.1984771	2588.928669	1949.994362	5172.550053	1839.122057	7453.605809	6936.530344	1882.137808	4571.749966	360.7789318	217.7190929	1598.150011	2767.421436	3344.499857	2938.265508	639.2065124	408.4422504	1629.186756	610.9812723	223.3172792	163.7717655	2291.657062	127.9549961	2344.764199	1883.543292	706.0317368	247.4126723	1316.216936	807.6496099	1800.92916	4064.216027	2267.072713	1065.564991	944.196708	776.2825494	2380.046275	2683.990143	3428.706385	3078.0998	1944.220799	3834.080068	3478.623476	3354.585597	1875.801326	4356.742972	1157.688411	6094.24471	2488.246428	2193.04007	3563.41932	1099.735113	382.0965181	0	774.9378882	127.7611118	2909.492672	3421.968709	846.0957247	2501.368954	1148.921914	192.0133013	178.7397892	440.471136	3458.653445	1879.81396	423.0323326	1194.951032
P4-PWY	17684.77441	12309.7133	4993.831776	3028.097374	3840.228281	4976.280621	3780.241615	5086.027804	11281.17329	5009.039979	5613.72114	7622.168803	10154.24121	11604.59388	9546.030547	5064.661508	12471.97482	23119.48494	13883.27239	17605.75242	12704.62459	10677.12342	12321.99497	4847.434218	15917.58341	4521.98777	10190.44822	9301.594395	11279.03608	8901.32494	10160.14698	6811.146797	13876.20604	19393.15349	21510.70507	8674.237214	11022.14996	14510.55891	13948.95268	15903.5462	16977.57975	10050.96359	12992.8135	16209.61762	17876.48586	20239.75408	22558.11084	19696.42082	19896.21044	10110.82201	13363.74345	12947.62397	8291.743389	15645.90179	17046.95672	3750.524527	3878.624025	21341.14454	13925.51855	12934.60458	11048.09633	8566.325871	6180.997798	7483.766569	3081.913291	19747.228	11741.62928	14715.70551	7686.46171	16376.40078	20353.85453	15822.37999	10831.79211	2171.344966	4669.180201	15922.81066	9820.779216	11616.18566	15682.65615	30146.05797	7059.006711	2884.901479	4687.151055	2967.415296	1199.853881	8490.205333	2587.448682	21617.37197	13906.94036	3016.472658	1625.048456	3962.562341	6944.885585	11839.24119	8657.625356	9284.847886	7942.023294	6313.213166	4227.273163	21732.656	21028.85806	8224.886873	9259.513659	7461.016768	7243.363637	5888.151271	8818.840536	10776.79404	7616.070981	10182.36196	18742.36419	6550.567462	11950.02773	13337.65166	18255.30993	13323.69967	17.69341917	3615.718121	4052.175726	14797.15855	14403.19622	9612.040753	7489.227305	6350.148329	5519.559677	4899.921288	4331.296949	5530.16005	3053.792206	14241.61221	14225.91771
P42-PWY	28395.98784	16805.52192	17903.68915	10198.06646	19779.8488	18159.6387	18507.18337	20026.88188	24372.28464	8505.13465	17962.10179	12302.12994	31927.12833	32298.70573	17160.84308	11819.54058	22311.40762	40436.86208	33671.08478	33016.70927	26237.42212	21341.95	38476.11314	10901.0215	11766.40061	14613.33001	25371.30953	21395.10164	26461.1209	20423.31017	19280.49543	13140.09196	20692.52783	49097.26134	46338.80509	28507.48999	40482.91828	37276.53294	31218.49919	48317.73323	43639.24042	18803.40639	34050.89073	34932.30741	31797.89907	47393.57431	51063.91457	56587.7453	53711.77725	24213.57826	30247.73325	30590.00356	17375.43078	27441.33188	21498.82952	10338.94896	9428.290006	53983.56968	18017.46363	22177.34603	19897.14852	17046.50199	14160.68558	17629.18788	6228.962149	50539.09691	25314.05992	29654.72779	24049.11415	43303.79394	50770.60726	33823.93298	27453.9602	4824.990862	6766.44016	31593.77616	23596.30588	50406.86798	50060.86486	88851.50993	25309.19999	16917.56407	12613.3025	10437.07784	5084.33452	23521.88626	17433.59978	91217.81069	53277.12944	15141.71148	10181.61457	21814.05029	20427.36909	41364.0637	41071.67369	16673.0205	14172.17046	22063.00711	17570.74328	24054.90274	30333.14219	22146.00267	28882.33144	28653.4336	25089.69695	20832.19788	30541.85087	33017.66455	30953.5129	30958.96907	46208.95138	27422.88843	33922.25655	40555.39032	53652.05481	40420.02719	10.69124424	13776.41864	15235.17862	14968.41296	14510.88116	34397.48712	34463.79296	30151.46532	23329.83754	20925.79885	17103.20085	26033.75744	18492.72914	14082.93547	12074.09538
P441-PWY	6934.570193	6045.119443	2691.793343	1583.930154	1707.384229	2886.753412	2146.172019	2693.665979	4924.895793	1927.96616	1879.669618	2116.414229	4276.712053	4148.460034	2363.266743	1719.633808	3489.040178	6892.479344	4570.012658	4989.907093	4121.363901	3569.737675	5158.707721	1647.256896	1077.049472	1485.04829	4112.898258	3074.119498	3289.033471	3433.749832	3507.780762	2336.504626	4031.232176	3607.654629	5422.721454	990.9656606	1862.159528	3721.127073	4603.650922	4428.874567	3652.547846	3718.973727	3701.219591	3292.178608	3765.832181	6366.821499	6715.003538	3255.631848	5201.79318	3097.353047	4063.184077	3450.516756	2701.566505	5793.174617	3883.668773	1182.56714	1083.797063	10857.93482	3852.510187	4421.382923	4466.647049	2625.403996	1197.248895	2971.441504	1030.705756	8392.208468	4331.908095	4612.953411	910.091467	6409.595988	6188.546313	4790.127225	3880.229714	780.091414	1203.226412	5181.716119	3210.917586	5871.422175	7174.857007	15966.08924	3735.00379	1246.321134	1961.825504	1345.290994	605.9361955	2995.396464	1442.238032	9940.679129	6445.337753	1476.817218	1204.791703	1972.697049	2386.251457	4451.742073	3971.509077	3746.017602	1978.782716	3390.176591	1835.112132	5382.667558	6135.900894	3890.263944	4425.979065	3096.833968	3216.20953	2840.924533	3517.194323	3660.320494	4305.228389	3576.897106	7567.322898	3151.417865	4074.591098	6286.814013	7246.150225	5654.495726	0	1836.240157	1872.080411	1740.60683	2479.915331	4630.729357	3636.514933	3852.593103	3039.323963	3123.871333	2479.036094	2576.161479	1551.614337	3265.926732	3068.139582
P461-PWY	6447.872106	4257.985281	4374.608003	2475.487215	4675.0437	5192.916129	3996.239953	5656.808238	5047.926456	1662.955505	4177.95169	2969.885116	4568.910551	7647.899385	3415.55612	971.68773	3732.134905	8018.488169	5817.320801	6841.381257	4834.813641	3036.09039	6701.060336	1927.981361	4981.333423	2129.629909	3894.505951	2653.217782	3951.114912	4291.651644	4035.440811	2193.855143	4528.028483	4959.62025	7246.971329	2113.981382	2237.314862	5948.778246	4964.223356	3099.088783	3601.795575	2977.527249	2425.85064	3829.807353	4737.483179	4532.837466	5312.32672	4300.522006	4905.397604	5908.507394	11469.11691	2944.547303	2216.009009	4682.41816	3610.026188	1653.142124	1223.831446	9069.461996	3952.116609	3972.035671	4175.178617	2751.668784	1737.037201	2127.793539	897.5263312	8572.221295	4606.646062	3724.244315	2308.724197	6614.828133	6742.353689	6388.736822	5398.120665	1068.177413	1250.112379	6327.187811	3176.429819	10875.10774	13172.2777	18593.32971	4965.221778	3487.338209	3740.282761	1352.621968	1034.857997	5633.254877	3474.252942	16287.40787	7240.195165	2013.62511	2132.87864	5735.663611	4323.25622	7850.277305	9395.998067	3803.645396	3170.676777	5539.393121	3948.161942	7250.245137	7216.062198	4176.22628	7852.283483	4981.545316	5668.382665	4299.224276	7071.963839	7580.673205	7481.871265	5526.981265	10046.43107	7982.122358	6917.271103	8833.266876	11460.954	7772.130998	0	2405.628022	3383.266084	4757.527256	5983.729773	7459.956221	7265.350134	7402.632254	5257.768832	5098.563563	4996.0735	6275.506287	5828.687287	3170.984445	2409.905404
P562-PWY	11339.70904	6132.735366	6643.324739	3750.01383	10334.50679	8951.87189	9183.990105	8767.489972	8650.498465	3233.163302	5649.222081	3979.979905	5651.457354	8594.859792	4566.03862	3684.916435	5637.597986	9432.050111	7987.719624	7393.154273	7387.725003	5724.166508	8384.020501	2378.71919	8897.007197	2722.754236	5478.481202	3577.979708	5424.007108	5550.921003	5761.383544	3643.156226	6106.903646	2306.509896	6505.411189	1228.978048	2977.280602	8626.036939	6916.845233	3261.557126	2769.580786	4680.123738	3407.187248	3971.043672	3282.753771	6246.924106	7230.373844	3717.568687	4070.50359	7248.414771	8705.649279	3098.135394	3370.781394	7308.147165	7276.039869	1675.536214	1244.640751	13627.80737	6388.945416	6196.774414	7102.212286	3519.17117	2099.716583	2677.843438	1257.504968	12772.19353	7037.282404	5001.295072	1032.685854	8498.690574	4091.033389	9245.314222	5772.059361	1617.009513	2046.337057	9187.206243	5825.227348	17233.22609	17897.58036	28866.5425	12040.26138	6761.497443	3992.513979	4668.577326	2006.460255	7169.308017	6521.286271	36427.04441	22788.54851	7119.958334	4799.681711	7570.853317	7085.640741	16509.33978	14400.37437	2715.094387	3923.547082	8719.989767	6287.934396	10572.96036	10195.76121	9118.415271	11271.95478	10753.94158	10202.92702	8229.490953	11320.85885	12515.41003	13970.4093	11871.25713	19129.33504	8845.359631	12010.92428	16524.28803	20028.50104	18118.13607	0	6468.606142	6468.667213	1978.749663	2955.405563	14567.89873	15706.91272	15326.43759	13666.7958	9616.61058	7641.89849	10114.30629	7604.889992	5052.878018	4220.631825
PANTO-PWY	27061.46708	17534.35325	14843.80437	8144.67335	14794.10613	14237.80017	14109.82948	16172.52114	21626.10267	8488.66279	14604.62082	12144.55165	24724.56584	31687.74255	17564.8433	12014.37136	23063.75392	43298.39857	31287.23367	31385.88557	24038.92296	21974.17885	31958.20826	9699.625229	16037.67869	14618.28269	21021.12254	17021.99224	21701.32271	18127.22633	18415.679	12580.20087	22732.34441	29474.44109	33454.37866	16134.48503	21774.84611	30718.80985	26354.97641	30132.15578	27829.82883	16991.02745	20824.40696	25684.36229	22499.04112	35007.90056	38165.51745	32926.60289	31108.0864	21220.68601	28392.07887	20634.94648	12904.21337	28851.02564	23079.36336	8096.124864	6942.906359	40885.86998	22401.63018	22070.10232	15767.97876	13176.7635	11028.72655	13360.8597	5074.578578	43438.06967	23081.23958	25570.40037	13075.57146	33311.6724	30449.81627	33843.65791	21095.71916	4123.336714	6749.206968	31817.28646	22452.87519	41110.91872	43377.76302	79082.57533	21738.77756	13217.0546	10708.31019	8546.940909	4103.70453	19916.98816	14246.43429	71504.25025	41238.41425	11876.78937	7802.963054	15524.5627	16695.50788	33592.27567	33018.5654	13814.65247	13204.50284	16892.30926	14016.25846	24857.00772	29232.59095	18226.85302	21789.86712	23392.9637	19528.70616	16353.55419	25600.96041	26781.16428	23543.03563	25552.56036	36955.30325	22026.82531	28990.93816	32990.01771	46992.42104	32329.11458	25.08108108	10644.58016	11828.72037	14201.62329	14163.67925	28201.52969	27009.14536	22964.77365	18341.82647	16916.57356	13168.36786	19727.81584	13499.34928	16294.9846	15699.10693
PANTOSYN-PWY	26294.1071	17174.63306	14233.54686	7730.472523	13653.08307	13076.88145	12951.41614	15025.24345	20523.03192	8185.875172	13988.74921	11960.23083	24101.40717	30876.59142	17181.59058	11666.40046	22727.65777	42838.95107	30848.71975	30883.14266	23431.5555	21458.05805	31438.12509	9551.298542	14996.13459	14352.46194	20844.88558	16274.597	20607.07992	17655.82404	17859.11244	12317.76771	22747.04613	29026.98505	33685.04944	15758.61581	21535.19825	29330.61888	25890.44276	28178.83477	27159.68474	16802.16216	20260.04479	26154.75206	22039.28144	35320.96732	38111.39449	33644.18859	31785.1699	20392.66524	28515.61502	20357.07414	12711.91692	27737.23392	22207.40003	7957.350021	6657.041055	41167.23602	21561.43455	21771.96423	15163.97269	12878.80662	10916.94985	13216.46799	5026.566759	43752.70299	22659.67291	25178.02186	12844.17386	32518.29646	30991.56739	32952.5996	20592.10688	3911.868891	6569.856937	31433.57041	21498.12208	39317.64999	40684.34442	76818.70723	20450.00486	12241.72254	10140.74395	7968.777924	3846.120557	18901.79811	13244.66069	67671.22227	38794.05987	10957.84088	7270.415118	15195.17883	16040.68594	31574.30158	31537.38346	13436.29607	12675.30492	16065.4285	13319.03797	24201.80562	28437.74169	17307.83548	20788.09104	22369.21223	18338.42747	15470.69213	24217.90718	25257.81561	22016.36001	23985.84493	35188.31602	21412.94166	27755.32086	31083.24691	44962.85875	29996.39721	20.53252648	9798.75724	11061.50421	13994.51697	14076.97743	26944.81564	25157.02778	21272.25259	16466.01837	15704.22311	12351.01599	18911.75673	12737.15855	15539.22832	14791.3744
PCPDEG-PWY	4963.225202	2352.441674	1216.139103	969.3101121	1340.501017	1275.8866	1439.033524	2987.812807	984.4704577	233.8825633	819.3949591	1325.236966	855.1432705	1723.027201	1899.199109	943.9303991	1848.038796	2516.456534	1729.276227	2542.666378	2712.470844	1581.409292	1469.112051	752.2523128	1833.377744	548.4560671	1659.979375	1038.681745	1896.671154	1673.046236	1005.100345	649.3473413	1480.317122	648.4846236	1786.841364	491.4668392	1389.147205	2562.15774	1659.090107	763.9491117	803.2951856	946.7083455	1444.332781	2419.469563	824.290397	1708.199843	2127.921621	1403.547725	903.3001655	1904.657204	2388.036637	841.0501144	905.8963175	1214.285064	3457.468015	436.4522531	434.7577982	2198.784008	1290.003904	1205.908903	1374.012424	730.1953115	474.5505975	630.187322	342.7435875	2810.78884	1248.646881	863.3192429	162.0016362	1943.97514	699.3303005	3035.262123	1637.858003	348.7326996	722.9198824	2323.855794	931.4909601	2605.448477	4314.30963	9558.474289	2522.588377	461.8139637	782.0154333	627.998211	609.1864782	1427.605805	679.4178398	5636.318762	3295.471511	915.4735733	518.8010615	762.6437178	1731.061038	3252.246008	2569.576912	1186.24084	1179.247995	1455.664965	1013.323242	3061.107185	2181.358882	1288.420228	1692.18511	2243.189797	1510.44293	1715.043841	2390.052956	3560.504162	1569.098554	3196.537267	2374.672149	1617.584722	2747.104022	3100.351341	5044.253545	2102.841985	0	726.2854431	1219.605281	775.3806661	832.8190483	2754.019598	1571.64851	1643.592253	1911.627769	1921.22334	1475.83764	869.4587342	825.2029153	766.7507183	1723.26428
PENTOSE-P-PWY	34049.1712	22110.99848	20201.03871	11044.81426	23687.90822	21081.31023	21615.23319	22150.27911	26235.7443	9596.646832	17792.43319	14265.54122	27733.72592	37531.87418	21109.20014	13824.37476	27033.82671	50123.47139	37638.84604	37046.06192	29370.24442	25476.01858	39386.93903	11635.24673	22060.12404	16536.81764	24797.50284	20354.89243	26232.26075	22192.0413	21685.83712	14576.69735	26841.41874	31172.86388	41293.70085	13562.94908	21357.10159	34172.74978	29888.47504	27912.15796	28000.45811	19233.25033	21329.54096	27753.85651	23553.61499	37164.51486	41102.5008	35006.39047	38968.2844	26147.09082	37532.86714	21471.77409	13191.43413	32683.5636	27066.43092	9042.125799	8744.094781	50504.91453	21845.61522	23852.12136	19781.82454	14798.02094	12291.31298	15172.60985	5591.719987	52123.0781	27663.11985	28042.33527	13991.19488	36379.78414	33485.95953	40208.14099	24628.61655	5296.95929	8021.430607	37500.59987	25818.78804	54753.58929	56311.4339	102602.9061	30453.32227	18262.84896	14013.44899	12133.85936	5691.097348	25746.81031	19541.69942	99047.39508	57730.63446	17428.68647	11656.21414	22959.29965	22709.0189	47444.73362	45623.63669	17647.00553	15671.91833	23846.26061	19265.04992	30909.06093	35913.04807	25781.28418	32516.18551	31889.72248	28071.61039	23079.22571	34311.04146	37195.25874	35276.43501	34838.69589	51149.21958	30739.95095	38600.40985	44596.62458	62560.21549	45071.49033	26.01318529	15798.94377	16896.30741	12280.78525	14532.00957	39655.78897	39298.72866	36172.97939	28006.0701	23939.10766	19527.53924	28753.13428	20450.7594	19595.47976	18650.58802
PEPTIDOGLYCANSYN-PWY	28820.84421	19018.46364	15778.0949	8644.80294	14996.86194	14797.62133	14256.10587	16491.11677	22478.37073	8888.498622	15437.34312	13065.8481	26016.21218	34126.52536	18604.13685	12460.83536	24828.04307	46398.53299	34166.87619	33815.97224	25139.42979	23246.05635	35195.6955	10523.94458	19443.83314	14983.63794	22839.53397	18201.41152	23110.73044	19478.38054	19504.20649	13460.98919	25579.68885	33721.078	38836.66931	17992.11945	24603.92361	32080.41963	29536.33596	35132.5639	32135.60689	18432.26497	22699.41563	29531.1371	26253.08022	40013.38051	42957.42997	39849.93391	38547.60917	21988.1084	31122.11025	22876.19528	14495.43613	29874.37407	23816.74349	8720.632296	7851.099196	47296.32157	23202.24933	24194.10516	16780.05844	14589.44222	12380.21054	15029.86754	5600.683477	47322.84295	24756.10167	26855.28871	14916.67583	35383.51044	37648.921	35809.36076	23462.22491	4286.292673	7157.268217	33898.41914	22895.51225	43502.34779	44475.23409	83424.58581	21966.33331	13145.471	11367.26842	8603.554101	4232.017825	20560.09332	14556.14229	73915.45508	42125.70319	11694.55748	7842.844953	17330.53384	17527.06628	33863.82851	34867.38834	15299.13002	13611.49766	17983.68073	14762.14033	26599.27477	31064.32479	18888.83139	23402.11188	23646.49666	20095.83327	16946.1369	26293.602	27499.02886	24272.01938	25802.8414	38774.7361	24153.29269	30160.68705	33532.77155	48446.47981	32877.4717	27.49493009	10732.52042	12159.71796	15061.99081	15316.96068	29433.85824	27293.01696	23735.76814	18201.72699	17309.51953	14039.92572	20809.13041	14465.746	16589.11618	15440.40336
