pathway	10WLC1B	10WLC2B	114DHH1B	114DHH2B	117DHH1B	117DHH2B	119DHH1B	119DHH2B	1WLC1B	1WLC2B	21WLH1B	21WLH2B	22WLH1B	22WLH2B	23WLH1B	23WLH2B	24WLH1B	24WLH2B	25WLH1B	25WLH2B	26WLH1B	26WLH2B	27WLH1B	28WLH1B	28WLH2B	29WLH1B	29WLH2B	2WLC1B	2WLC2B	30WLH1B	30WLH2B	31WHC1B	31WHC2B	32WHC1B	32WHC2B	33WHC1B	33WHC2B	34WHC1B	34WHC2B	35WHC1B	35WHC2B	36WHC1B	36WHC2B	37WHC1B	37WHC2B	38WHC1B	38WHC2B	39WHC1B	39WHC2B	3WLC1B	3WLC2B	40WHC1B	40WHC2B	4WLC1B	4WLC2B	51WHH1B	51WHH2B	52WHH1B	52WHH2B	53WHH1B	53WHH2B	54WHH1B	54WHH2B	55WHH1B	55WHH2B	56WHH1B	56WHH2B	57WHH1B	57WHH2B	58WHH1B	58WHH2B	59WHH1B	59WHH2B	5WLC1B	5WLC2B	60WHH1B	60WHH2B	61DLC1B	61DLC2B	62DLC1B	62DLC2B	63DLC1B	63DLC2B	64DLC1B	64DLC2B	65DLC1B	65DLC2B	66DLC1B	66DLC2B	67DLC1B	67DLC2B	68DLC1B	68DLC2B	69DLC1B	69DLC2B	6WLC1B	6WLC2B	70DLC1B	70DLC2B	7WLC1B	7WLC2B	81DLH1B	81DLH2B	82DLH1B	82DLH2B	83DLH1B	83DLH2B	84DLH1B	84DLH2B	85DLH1B	85DLH2B	86DLH1B	86DLH2B	87DLH1B	87DLH2B	88DLH1B	88DLH2B	89DLH1B	89DLH2B	8WLC1B	8WLC2B	90DLH1B	90DLH2B	96DHC1B	96DHC2B	97DHC1B	97DHC2B	98DHC1B	98DHC2B	9WLC1B	9WLC2B
PWY0-1261	21000.54642	14294.6411	9483.799329	5808.768445	9583.045444	10145.46581	8274.345912	11943.4742	15217.66489	5963.052754	11711.00155	8655.065955	16257.67531	23713.72555	13337.03385	8487.722335	16975.08928	29977.27182	22242.66319	22109.14216	18279.54166	15302.29526	20410.97163	6596.642415	15184.53638	9015.14462	14244.63899	10080.01429	13579.18762	13098.8982	14368.98736	8383.80883	15487.17753	16836.13115	21347.06388	9736.067961	14378.75449	22025.55309	19756.78912	16929.76394	18760.46586	11519.36424	13035.60825	15167.26004	14166.15589	24142.97367	26397.95714	20037.30318	18091.03363	16245.35547	21102.96195	13447.65029	9136.173451	17912.15425	16592.46217	5270.052795	4474.728742	30974.01886	15935.65163	15570.46521	11935.82181	8633.058299	7101.259597	8480.841362	3562.898369	32326.27305	17354.99854	15276.76239	8534.945189	23201.69965	19304.52546	24230.9278	15340.03278	3189.107111	5375.977325	22611.90994	15020.57519	31312.20826	35768.7121	53173.42654	16048.70245	8449.249354	8934.685421	5569.019694	3038.385232	14611.85444	9187.361794	51329.46205	31788.09504	7368.173096	5647.218264	12928.70183	12828.32317	22753.41617	24810.40329	9815.39545	9850.111365	13140.59417	10552.00864	18834.54801	21309.66815	12912.08287	15995.12126	17183.5365	13102.09253	11504.86469	18658.71648	19964.27309	16820.76835	19171.93009	29752.36632	17294.54861	21224.44879	26472.52307	36915.09665	22760.08337	17.93814433	6530.09015	8408.987782	14837.37035	13787.46956	19812.22067	19289.33075	15097.83224	10974.69588	10200.43159	10006.21823	13592.71988	10627.52535	12393.60364	13119.27511
PWY0-1277	2907.501931	1687.429023	2776.121104	1607.464389	2794.490427	2842.912015	3251.098791	5069.93626	4940.013746	1133.804965	2594.856634	1462.227825	2524.789763	5492.166064	2754.462984	1553.806268	2489.555755	4189.608729	3911.993658	3896.871445	3420.549798	3045.681304	2520.80369	1402.773352	829.6116223	1050.254054	1666.48859	1438.480054	2751.155542	2174.097307	2761.119794	1610.645719	2725.111536	692.1070564	2605.785519	294.6551969	852.8705677	6464.636106	4550.758145	885.0494201	665.3947415	2308.748113	2113.154354	2503.696515	1903.800001	2233.406703	3404.480103	1801.07986	1559.601547	4173.725097	4130.841691	1493.79897	1332.661565	4456.161209	3234.625838	1005.41135	474.8580299	3688.504833	3030.27334	2428.696487	2030.465628	1856.830962	1395.80558	1594.71442	667.4428282	9613.972886	4395.559573	2305.707075	416.3700054	3240.736902	1002.559282	4337.129455	2366.091255	981.9903025	868.1219004	4349.69202	2819.581172	11406.36105	12110.06986	14268.92902	4700.880009	4108.151789	2504.887973	1801.886594	1122.522889	5046.01464	3135.533225	21606.17726	13791.59499	3140.578936	2554.662743	4755.648108	4270.095431	8214.184101	10191.33741	1359.61975	2340.788088	4298.770245	4042.0254	2987.935636	5488.417577	3634.060133	4883.636659	5394.523759	4271.031351	4016.073908	5986.98371	6637.757143	5406.440785	7707.761449	10629.57035	5071.521114	6356.354788	10438.7942	9785.128072	6342.912575	0	2367.956687	3354.229426	570.8878116	1140.383949	7059.913487	6686.272001	4319.632711	4152.09068	3672.420792	2090.022686	5008.154895	2985.835582	1920.152016	1682.640041
PWY0-1296	25793.62445	21457.50766	16539.12847	9084.532609	16301.32904	15894.64513	15377.42538	16062.08859	22164.83276	8095.846347	12414.86513	10968.90314	20820.35014	25299.88287	13469.77179	9845.152514	17632.41526	34503.1346	24647.61141	27523.94196	20487.28037	17714.48495	31500.47112	8564.776475	13396.72166	11335.78294	17120.68871	17075.28349	20435.94112	16629.07595	16607.32966	10711.59307	18711.88894	24276.82083	33082.83043	11320.03397	18400.72445	27866.45782	22520.58582	19657.04678	22698.2255	15085.65527	16884.04536	20454.72274	18153.63774	27144.5972	30679.82248	25803.24065	31806.60326	17290.58583	25106.68237	16350.57966	11716.6958	23815.02678	16196.8977	7125.176705	6789.072135	40415.61458	20647.94711	20040.64756	16237.85257	11826.28575	9845.733823	12795.04666	4642.151862	39678.75427	21225.73664	19929.24587	11502.84864	27696.89768	25737.39474	29595.08996	21775.34428	4179.726009	5108.351583	27470.20091	21038.34721	40516.34866	42271.52924	80109.86609	19876.75866	12834.07506	10752.56577	8263.192534	4064.389397	20583.93292	14212.82019	75938.94591	43185.95075	12516.20734	8732.436145	17894.55141	16412.4954	33237.27682	35413.6857	12613.88466	9756.399084	18203.80488	13708.64524	27602.64956	29297.71414	20287.02402	25595.6122	24843.02781	21169.59255	17756.07964	25516.31189	26071.02072	26623.65534	26232.9984	39809.27941	22944.81361	28014.64888	35483.97432	44420.56849	35386.38319	8	12004.61076	12922.8953	20491.41551	20269.13355	29155.82013	28921.42516	26664.98356	19568.04552	18219.99054	15452.39429	22104.42325	16155.91003	17549.97406	17336.05371
PWY0-1297	13135.22597	9599.236448	9610.856164	5286.234286	11248.0646	10205.64016	10658.56425	11257.13003	12324.73027	4231.465174	8659.308954	5251.247381	9768.971802	14904.88026	7753.281092	4477.668409	8632.552649	17666.06731	11554.0679	14282.56359	10557.29352	8684.758384	14106.04949	4330.786216	10698.11241	4775.990175	7048.137043	8731.481369	11001.68818	8167.340608	8384.982653	5703.683675	9907.164883	14956.85446	18454.77735	9304.875519	12612.02504	16068.48417	14046.36416	15840.16708	13869.85809	7475.846922	9763.355048	12179.21553	14256.04845	16108.15247	18197.2969	19219.33384	18769.46876	9171.351288	11458.48555	9188.495411	7542.787468	14001.62027	10287.96289	3189.462353	3100.999661	18613.05066	11886.81713	11301.06131	7653.191117	6201.774553	4615.33981	6737.965773	2426.272553	21332.78794	11866.81013	9658.738274	6340.282249	13615.0084	20509.1152	13454.62367	12428.03267	2612.913005	3154.731148	12136.70634	8727.263664	27435.33263	29126.66016	43364.55023	12875.0312	8832.513683	5912.924427	5235.223737	2742.249812	12108.35503	9360.156659	49273.25521	27921.06564	8228.202046	5811.793882	12804.43597	10214.25826	21059.68857	23864.59361	6821.983292	5624.984798	12038.35105	9470.089297	15840.23044	14928.1151	12133.15423	15559.21885	12876.51037	12198.60617	10416.12906	16090.53668	16847.71948	16076.68527	16811.68525	25949.67524	13644.13751	17056.36278	23570.62714	25913.37477	17598.05833	7.384615385	7007.036622	8263.925008	13328.15676	12823.02367	18483.64794	17463.44921	17343.74565	13891.35721	12059.49109	9268.15682	13557.13597	10241.97062	10771.29686	10917.9459
PWY0-1319	40083.71174	27597.66563	18626.02002	10264.8173	15979.37187	16381.60927	15059.03939	19611.56293	27452.45964	11390.11157	19199.37425	16807.46654	32968.58554	41115.4416	24201.03565	15704.05753	31495.62205	58792.83817	43168.41891	41614.87215	32577.0982	29435.60855	44996.9231	13574.35237	24945.33304	18616.25363	28523.33033	22507.81899	28327.33593	24284.43559	24725.902	16858.6889	31997.67819	40243.66508	46898.39237	20619.18614	29115.93564	39999.58155	35793.57604	41263.54535	38414.74795	23433.33444	28401.02391	36533.7792	30742.08482	51183.52073	52853.07724	46700.80015	45356.62983	28018.9063	38603.48799	27940.76778	17714.77677	37167.17591	30811.45084	11135.22883	9154.147844	57846.8859	29040.41035	29880.83107	20827.43657	18544.84955	15182.72205	18182.23477	7037.835795	62491.58547	32341.94306	34334.49751	16952.51698	44618.0334	42836.80353	43745.40309	29096.41488	5186.530645	9036.657902	42679.47605	28043.28797	51103.24284	51497.65978	102319.2459	25333.4585	15128.67992	13333.24972	9954.485098	4880.513125	24351.5696	16383.40706	84358.75956	48085.99078	12705.21371	8515.067878	19303.05089	20602.39928	39610.41244	39791.41947	18430.91235	17464.6061	20870.83494	17025.74157	33879.01985	38266.44356	22168.70399	26182.25063	28405.75195	23100.65798	19519.41846	31290.51178	32795.6669	26594.0644	29216.58221	44013.27749	28035.29288	36170.9652	39204.85935	58143.90624	36358.63095	32.44067797	11376.28416	13931.49145	19247.02533	19687.36152	34824.17582	31135.24166	25194.5031	19481.47947	19687.71021	16248.3442	23380.65927	16223.30934	21092.03253	20462.94039
PWY0-1337	7466.923181	4500.273723	4227.981486	2719.068645	5234.221462	5079.01547	5432.473629	6755.974852	9375.213802	1683.285167	9644.974824	4212.20203	5197.234023	12519.51989	5231.257448	4759.236119	5320.893248	9543.078781	10146.69226	10213.46769	6747.050134	6035.800348	6197.373707	2574.598828	3445.583406	3093.822425	5105.593004	3536.643364	5996.784507	4684.696305	6080.813708	4165.867867	7441.239289	1594.73566	6512.305257	807.1632446	2498.608309	15365.71328	12186.95591	2448.188052	2399.687604	4990.111198	4181.603944	5236.716421	2629.52907	5216.549908	7960.806571	3612.238868	3740.355543	9140.982104	10712.2776	3119.462186	4362.782987	9129.617784	6481.44495	2503.353425	913.0272383	18726.79548	4155.059029	4550.981756	5358.893234	2823.656797	3121.802171	4117.078594	1572.765571	20373.1344	10042.53131	4783.273592	639.5313441	13085.2553	1807.994604	8972.277941	8228.787986	2147.149477	1871.533959	11032.08191	6232.787608	21940.18615	22852.85784	22739.17445	6996.736093	7306.55746	4764.698298	3457.356004	2054.503706	8767.153782	6519.426863	36183.59964	22109.82252	4737.04829	3556.850792	9410.910204	8454.805268	13908.48588	17544.84193	2077.460756	5611.754106	8839.946554	8170.960573	8393.171781	9199.577039	5966.643661	9153.51214	10149.12755	7425.645374	7511.741019	11843.9452	13035.86604	9830.985042	12653.2131	14576.33897	9472.084909	13018.58718	16796.26135	20739.74019	12798.60142	0	3388.892386	5648.521094	894.0460188	2127.31469	11200.77994	11725.2953	6210.927281	3199.456109	4842.786847	4653.696159	8000.607928	7246.555165	3238.674501	3124.557044
PWY0-1338	3200.696858	1195.813355	91.3217203	52.90862781	47.17046331	81.96549686	37.50456302	13.24092895	339.5035204	86.30841375	128.0922939	126.9833302	950.4092572	193.7225311	255.0405564	68.85275551	627.3346871	470.1633886	491.1683986	306.5891607	405.5183298	354.7090913	1370.034121	244.5260637	592.5691745	127.094366	944.4616382	315.3732237	632.0084569	528.4728876	168.9714412	143.5488133	167.0589852	511.162331	835.5146982	59.30483401	187.8549544	555.2255282	242.8055121	554.8073455	296.6465979	198.2537782	191.317066	295.6756045	138.1255438	472.8195746	386.3644587	338.6506652	242.9838338	101.7010993	164.2818111	333.8357906	242.9951901	358.0547671	226.5464726	62.4684554	76.24025571	519.7456525	84.1112772	143.5007642	95.20612612	117.4659927	100.0386647	94.57641089	97.52377688	791.9314059	317.1405771	240.7223325	70.86017544	374.2290161	157.3754058	362.633663	158.8830298	31.25866008	80.55986315	537.7167753	150.0042687	99.63825981	72.28812046	189.3553113	34.39587476	4.981671863	46.13989955	13.04845479	0	139.9144721	37.26451242	201.1061325	137.4185545	8.263512412	0	61.63926403	115.9356221	55.91440574	72.12189556	321.5303086	132.3138791	74.10167604	88.25125932	1006.317249	266.3792474	272.4115618	23.18739348	69.59607957	6.650226871	39.18469855	86.12201603	103.9697757	15.74792761	36.18661863	49.34456867	65.44340621	182.0325872	72.93643007	162.0705712	141.5107895	0	35.4207716	3.326318429	310.0399617	400.0343453	108.6029322	31.37073734	44.47903184	52.50256134	80.06704756	91.65152653	65.32872617	27.873592	209.1962686	630.2915251
PWY0-1415	5444.46757	5064.173489	4428.604542	2484.371898	5861.758383	5868.040216	5188.405488	5794.85058	5855.335037	1937.004944	4331.329761	2642.898333	3853.831276	5808.843669	2115.21173	1229.955727	2746.334378	5624.155065	5561.500908	5752.472074	4399.19511	3081.461001	6757.814322	1538.687536	2253.053287	2200.45797	3930.689646	4414.817243	4846.357016	4081.96504	3431.880041	2185.418259	3430.835626	4924.284021	9172.496827	1210.245411	2966.364528	6795.010552	4715.75131	2996.030755	3654.923363	3022.359121	2803.899972	3871.599209	3142.95221	3985.598591	5399.781176	4938.620985	6696.554241	3230.077945	5184.999694	3538.042471	2300.138027	4672.753487	3434.313021	1154.975594	1449.733317	6955.692809	2622.976827	4020.684885	4371.662716	1997.666966	1722.622902	3021.780542	972.9887609	9926.779954	5617.876779	3951.362731	1618.45533	5437.335858	4554.572242	5957.91367	5297.667402	1279.4933	993.8893119	7213.056514	3651.825682	11411.66415	10472.59972	19259.81607	7377.842504	4114.327322	2111.563883	2833.163205	1375.21106	4473.322256	3588.944771	23156.37293	13197.6281	3914.308379	2909.326764	5789.20561	4668.815179	9755.149778	9359.553003	3463.984131	2359.310484	5643.045993	4342.687221	5606.149088	6638.342512	5265.281525	7565.735703	5619.932845	5796.889776	5046.271091	7152.167805	7895.744872	8665.652752	6721.135483	12225.15597	5791.065649	7212.817109	10194.2423	12406.66609	7390.347278	0	3530.452587	4090.501685	8974.682256	7843.880261	8663.540352	9658.347269	9397.331821	6362.553243	6200.318052	5153.559239	6597.215494	5416.490068	3025.363732	2483.262791
PWY0-1477	20544.37049	16598.39307	5173.825965	3809.54374	4596.250156	4904.167446	4269.901969	6433.469473	6357.860145	3666.36878	6529.47966	5678.458792	7037.386713	13709.4981	9415.432753	6008.758958	9929.015576	17768.43094	12134.60957	12146.25944	11583.0473	7990.725446	9220.759694	4206.438003	8029.368718	4565.677694	8837.163182	6978.337805	9288.363263	7421.986386	7121.908294	4439.208114	10906.46407	6743.864852	12920.62419	2655.562369	5584.73747	11020.38128	10685.73089	7781.994836	6723.11839	7022.381518	7513.485818	12945.35361	7642.842383	12404.86291	13862.05993	8835.898519	6662.860055	11871.14441	14745.0411	6630.828741	5740.824453	17741.09089	11871.53738	3147.352087	1625.014819	16137.27606	7584.784935	8134.840386	5976.319385	5745.13238	3441.722762	4465.942251	2235.492925	18753.5484	8139.498714	8769.313979	2222.698972	12853.43412	7774.162956	13030.29013	9108.100278	1603.308675	3009.135522	10547.24558	6806.946086	14309.94625	18087.02742	28916.32418	6681.523993	4613.437942	5281.088768	2402.969543	1342.459121	8182.268739	4312.571323	23186.90994	12271.58732	3278.717141	3259.062186	5726.041442	7112.849123	12552.24699	11659.16841	6657.217972	5836.610935	6299.191294	5151.735628	10442.96352	10759.12132	7318.937393	10183.40071	9278.306985	6621.282293	5667.160219	8256.070463	12117.26244	7473.565661	10609.7859	12497.40178	8689.128062	10504.64451	13465.52204	18564.87816	8968.38585	0	3182.916317	4649.804362	4463.963511	4305.597148	8880.540883	9918.290834	7259.257849	4335.357724	4709.28897	5979.649512	7928.074544	6820.42513	5521.16775	5535.500373
PWY0-1479	15777.09807	11364.38758	7008.174006	4142.291893	4945.819478	6109.679169	3557.0863	7775.551358	13019.49619	5782.731778	7948.854751	8474.875175	16285.74342	17346.55793	9970.753994	5540.157467	12493.43693	24920.8884	18808.34745	17471.59214	14276.6207	13497.56264	21937.55635	6045.942351	5921.976931	8788.611404	13021.73448	10704.79923	14133.74649	11754.9786	12016.97772	7891.775712	18075.63593	18899.5579	20518.44741	10216.54917	15518.13326	18483.74296	15425.36984	20754.96129	18957.9677	11494.76741	13464.16912	16215.96675	12645.11168	24466.81105	24548.81654	20947.72825	19786.3119	9202.815082	13629.92186	13383.29463	7852.723989	16874.53792	10867.74228	5568.985567	4461.102713	27130.73442	17760.20784	16669.40786	9625.259247	8874.033747	7031.208828	7966.187098	3139.588351	29220.56088	14545.39347	16592.11115	8254.897729	22009.50185	19571.935	20003.46464	14575.93258	2490.045052	3487.710452	19187.6301	13761.67391	19857.2104	18339.90631	35004.84114	7878.107423	4956.04174	4866.009009	2495.24329	1699.40733	9179.588548	4904.857712	31169.60546	16942.24545	3846.020729	1941.601225	6767.317528	7177.145233	10409.61682	13619.58122	8938.734408	6313.791487	7082.442391	5487.040272	13689.40449	16490.46437	6662.205397	7425.23294	7955.548145	6619.954077	5963.889392	9952.930336	9608.653534	7799.963504	8762.701038	12596.63604	8415.864608	13201.41904	10649.90572	18203.78949	9882.541558	0	2989.161015	3968.136201	11417.37791	11389.2228	10891.94294	8807.849421	7686.921729	5389.602386	8501.967353	6323.983041	8144.689198	6013.030977	8359.82732	7848.604033
PWY0-1533	13931.91584	9396.841558	2891.339178	1783.874786	2242.595575	2826.773425	2292.016349	3688.593564	5255.586269	2883.217943	4945.443122	5397.064733	5633.623313	9895.509647	6506.251519	4585.776455	9558.477227	15634.79306	11532.99119	8524.934357	9287.663683	8253.690839	8283.112539	2942.244902	13597.9927	6372.79485	7417.130934	4655.684128	5983.669729	6087.140535	7143.004901	4134.88153	8812.142133	4341.408527	7651.868444	1851.399187	4233.606171	7911.886496	8575.354752	4951.983481	4438.78797	5720.898382	5910.480616	6516.784705	5188.591293	11708.86758	11267.32239	5717.922996	4660.275369	7436.020064	12184.67617	4691.175944	4372.89898	9293.8041	12408.70882	1961.718829	1380.90566	13923.48708	8554.113991	6178.71662	6436.783104	4657.208327	2506.413769	3996.760615	1640.802165	13329.90061	7291.600373	6952.889218	864.0072699	10130.28511	6010.438704	12137.25732	5697.650343	1041.598911	3263.659609	11302.15312	8818.035513	9143.698217	11254.34277	19774.23572	5320.787338	1998.931305	3430.356138	2089.692359	921.8243223	4353.675049	2836.14966	13618.72009	7723.223629	1915.970906	959.2573901	2271.647977	3961.825123	7877.492018	5732.558589	4825.60098	4840.365897	3609.949899	3101.743814	9372.91509	9363.26874	5470.9404	5026.832634	5598.087605	4178.05979	3868.098271	6199.585909	8016.891311	4745.0435	6265.324055	10325.24262	4649.5014	7664.861013	8949.196875	13831.95202	8163.28558	8.13559322	1965.026451	2642.952853	2265.769101	2559.297677	6409.237793	6277.812996	4144.980149	3514.858991	2942.539997	2461.783762	3415.939233	1468.790772	4630.158979	4110.667462
PWY0-1586	104366.7954	69693.27264	38955.98606	24312.76093	32584.26435	38790.0704	29981.3675	43714.03269	68482.16877	31394.82715	52114.23066	44901.72253	85822.01586	106182.5592	64749.99082	40371.76386	83356.19753	151971.2882	113472.2873	103277.606	84363.73441	77352.18457	100461.9563	33648.46014	78168.44953	44484.60082	72716.07509	53970.43801	68142.24359	60351.29807	63832.09828	46041.61229	94795.66204	100975.4224	119336.6071	55735.09913	80277.31979	100334.3746	101652.1302	107592.7243	99173.38394	61815.83742	76423.54277	95087.20853	84566.27796	139963.6375	144668.6002	123723.9421	112497.4322	74861.67859	92378.61809	75823.5156	48268.67297	107835.5846	88883.11548	29579.45079	21818.83719	146614.0843	81471.72805	78407.87268	53082.01252	49453.87336	38753.8453	46319.35204	18518.47165	145065.7691	80810.85973	87821.56422	46126.26245	119067.8079	117762.4277	113153.2341	74801.89646	13000.84457	25688.97528	111315.1494	67582.7634	124780.5405	121958.7428	224382.4323	60800.15055	34275.31223	34802.53696	22753.80427	11286.00151	57956.53911	38428.70683	191294.7153	110115.7207	24464.96073	18751.08448	42935.69366	50435.46293	90915.89535	87364.26017	47757.84054	49152.91654	51011.08819	42192.65116	93127.14745	98868.99074	46886.20953	58917.09582	61910.31401	53672.60283	43100.50427	72107.95825	78608.83637	58900.42843	66835.80717	100447.3931	69332.01347	86452.59806	82455.95602	143573.4696	77806.49797	120.4921875	22568.22361	31084.25517	56832.88502	52772.25571	74920.868	66885.76694	53035.55025	33523.69915	39428.47586	37873.11211	53709.04506	39032.64432	57920.36462	55826.26431
PWY0-162	28436.55604	18752.33208	14539.08981	8154.561678	14036.56735	13675.78677	13129.49262	15418.02625	20560.85581	8389.555847	14246.09184	12606.92224	24685.65927	31141.94592	17798.16683	11779.52264	23147.85635	44057.7705	31159.67974	30710.27801	23792.9783	21830.03857	33872.93571	9797.229511	18907.78233	14877.93732	21691.19822	17007.09913	21610.66951	18469.94259	18644.87183	12607.32697	24991.00213	29792.02333	35341.91174	14506.32861	21308.06079	29562.06628	26788.07837	29849.53399	28944.26145	17313.42992	20044.29478	26090.13599	20770.19288	36578.33396	38337.40042	32694.1123	32458.65464	20338.33	30214.74049	20889.99689	12598.74262	27805.44773	22687.37743	8110.453904	7129.75742	44106.82017	22627.92464	22640.67083	15670.81448	13546.43929	11105.54491	13165.70794	5095.160944	45895.63641	23396.19956	25349.59403	12541.37537	33435.17408	30444.96367	33045.13937	21637.05856	4015.674327	6753.2574	32252.16212	21808.76762	40521.07175	41522.54869	76586.66449	20664.44713	12221.79292	10508.06055	7976.755891	3900.741002	18914.52337	13464.05511	68617.59567	39489.15243	10818.22858	7316.588893	15911.46475	16435.92037	31640.97566	32321.44476	13956.71838	12398.25388	16656.38919	13657.41031	25671.09554	29263.8107	17679.21661	21528.7001	22323.40202	18731.09832	15830.19358	25011.85777	26205.5952	22589.97891	24127.75648	36035.17941	22361.02032	28141.74071	31475.02475	46269.82673	30818.23783	28.05687204	9921.929536	11335.48624	14672.27489	15012.89163	27329.76262	25617.68875	22114.96032	16763.08317	16080.01588	13053.12675	19186.85241	13243.37838	16058.30644	15311.08456
PWY0-301	1688.884465	633.5949809	1249.830553	479.2822039	498.4509146	608.2014221	552.9791978	1236.956608	1034.106189	350.3770225	650.41951	802.5604421	1852.670137	1471.722946	1147.225978	828.0901118	1364.351059	3616.564433	1678.772455	2426.250793	1573.547221	1341.61785	2982.941764	607.2140266	1565.867121	1277.518272	1496.869687	1669.761596	1837.920656	1323.642302	1527.701249	797.5114893	1382.291976	2118.122268	2823.418393	476.0166607	1005.745356	1316.081337	1232.614898	1550.147995	2274.339849	1255.579865	1081.141862	2143.907135	1175.264147	2474.499417	2274.562707	2071.806253	2185.009375	1194.127844	3473.963997	1314.913498	771.9210696	1389.417468	1438.50154	369.0289353	433.9168212	3270.732551	1163.741246	1537.072788	730.4796549	734.9797335	640.5971095	708.1484015	313.8543254	3794.266986	1655.001529	2274.260766	626.4354963	2297.034037	1180.412088	1814.81047	943.2919688	117.6440389	488.4672618	2378.857508	1333.533927	1877.901675	1640.134273	6630.793538	1270.550074	440.5569615	381.9862109	378.0957678	102.9288915	862.938266	364.5091255	2966.969603	1064.70914	336.9222304	91.95644462	565.8145628	973.7535165	1814.172682	1080.307326	1048.825836	611.9468856	596.5525912	363.9154798	1197.852206	2035.489183	798.2438381	788.8844583	1922.824676	871.0483945	847.0711163	1809.142003	1999.276107	901.8635923	1317.007122	1632.288621	1041.281663	1886.695883	1630.406579	3401.090509	1404.693289	0	329.8212225	424.5783192	548.710813	963.976141	1979.391067	1289.931556	1014.109506	1009.623604	1224.56084	684.2177115	748.8386074	177.535963	616.0029444	474.071957
PWY0-321	11868.14197	8064.053229	5135.738358	3496.353648	5472.570923	6359.696571	4921.505861	6742.892946	6717.363072	2536.298985	6449.138208	4623.317412	7403.519564	11818.04203	6686.226761	3509.123687	8219.118672	12591.04359	12916.79367	9336.18092	9652.688733	7652.358141	10352.80987	3762.013564	3049.910287	3609.920577	6585.410839	4780.151344	6781.557285	7178.400858	7411.082805	4665.839546	7061.400414	4166.547107	9332.316873	1610.608844	3266.536718	10047.50745	8367.419115	5424.028166	4320.300766	6008.507797	4577.075476	5894.156679	5197.555008	10529.82858	12017.66575	6027.432349	5400.386257	9398.098104	8062.355913	4910.323252	4091.503088	7600.775906	8085.13908	2530.516166	1860.356628	15473.96272	6482.175128	6205.750788	6388.422442	4540.563823	2856.795988	3843.617848	1687.204603	15355.04011	8646.201392	6299.834464	1941.330907	11381.2427	7135.542684	11175.01003	8308.912048	1561.235364	2239.843343	11688.53458	6864.232987	17721.57412	19028.59363	27865.23956	7378.874949	4183.772649	4939.148301	2907.150247	1656.384587	7881.935972	5208.314522	26884.93906	15574.38447	3554.314354	2956.301492	7921.350282	7261.671124	11657.39334	13064.40789	5466.632747	5325.939251	8292.476234	6247.034243	9071.211345	10723.65434	6684.875133	10033.57212	7375.154375	7656.995377	6344.651036	10297.43491	11211.1317	8922.430696	10802.11011	16609.5193	10540.27484	11485.92828	13717.15712	19218.93003	10290.94321	14.48001084	3605.781423	5104.672141	2845.20955	3548.5477	10282.65199	10328.84161	8906.908499	6133.70213	5569.508269	6354.877711	8218.652214	7041.200286	4868.814145	4162.685946
PWY0-41	3511.205494	799.5000464	1156.0456	722.8752347	1115.91256	875.6779013	888.887608	1245.596859	1774.891611	773.7598712	997.9680809	1259.454462	1565.821223	2904.408864	2295.210834	1597.056926	3159.05531	5115.623218	3027.621045	2613.008455	3715.420389	2549.450831	2308.852682	1248.140996	1543.336352	1330.161751	2425.94556	1579.396063	2475.803845	2336.44521	1696.850081	1181.077684	1993.798715	1194.404125	3077.266398	756.1338158	1098.811794	2849.938624	1929.051108	1540.148264	1254.183643	1790.34624	1719.515947	2222.099729	1486.052912	3125.88068	3734.720625	2241.22712	1651.352157	3155.064023	3250.390031	1472.529954	1239.651493	2844.942897	4774.636685	675.6531862	662.5455853	3453.16468	1239.18872	2066.255358	1357.759656	1167.636657	800.3351351	988.5531709	512.3713443	3870.41576	2233.956342	2300.822663	332.9662199	3158.723865	1502.338614	2936.659207	2268.755888	457.6864983	1125.115204	3436.63848	1784.865613	3318.84955	4865.965758	7625.930584	1682.814683	631.7313815	1286.547523	748.2596006	407.5286038	2152.036242	878.0982991	5262.249105	3335.25092	1035.202857	405.7024813	1081.61005	2241.812012	4165.899152	2753.078596	1805.670113	1681.078269	1285.107957	1207.882324	1594.990187	2935.508271	2141.318832	2491.239006	2526.11257	1813.860655	1785.940019	2359.790289	3989.592562	2127.034753	3658.050235	3626.008156	1742.914733	3495.269711	4114.74578	6656.863459	3123.671969	0	858.7483924	1182.483059	670.657732	895.9482815	2474.715154	2347.956372	1421.252015	1348.528777	992.7742068	1142.465614	1403.849972	775.615554	970.1244704	846.1848167
