"ASV","Indicator","stat","p.value","p_adj","Phylum","Class","Order","Family","Genus"
"32a1afee2d6e1bd3598df1c509070db7","High",0.359486813709167,0.001,0.0132823529411765,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","uncultured"
"6341b8309071a82ad2c8b26201c680fd","High",0.357113937522004,0.002,0.02062100456621,"Proteobacteria","Gammaproteobacteria","","",""
"2b17b04134afce0352f1671b1cd7cc30","High",0.356884944912678,0.002,0.02062100456621,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"ae4378457cc4076c333a6485fd8b3d53","High",0.353368751330654,0.006,0.042873417721519,"Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"a0540517ee958af0423427095344b3b6","High",0.346917141118501,0.002,0.02062100456621,"Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"3397642025e64c4e1b9650d24653409d","High",0.339683110243379,0.002,0.02062100456621,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"f3ed3e79c5f6390085ba9ab863f958a6","High",0.339683110243379,0.003,0.0268809523809524,"Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculaceae","Desulfotomaculum"
"fb5fa58716f77adc701cabc74ba7a0ea","High",0.339683110243379,0.003,0.0268809523809524,"Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"62742422f346e232fc1b79a06baba84a","High",0.339683110243379,0.003,0.0268809523809524,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"fb933b15aae3915c1e36ad521e9f7dfc","High",0.339683110243379,0.003,0.0268809523809524,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured"
"7cb3416b1239f9c163a1b21911f77424","High",0.339683110243379,0.003,0.0268809523809524,"Firmicutes","Incertae_Sedis","DTU014","DTU014","DTU014"
"24e4613ce32a000004b996bb7216a2ce","High",0.339683110243379,0.003,0.0268809523809524,"Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae"
"62dff38e0ba2890bdc70d1457063b192","High",0.339683110243379,0.003,0.0268809523809524,"Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales"
"6a4af6ec29dccaa4b494c4e3686dee1f","High",0.339683110243379,0.004,0.0328436363636364,"Firmicutes","Limnochordia","Limnochordia","Limnochordia","Hydrogenispora"
"71e7ff2d58c62224630ebd934fe88935","High",0.339683110243379,0.004,0.0328436363636364,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured"
"3fc3b14c32deba355f2e7c72fd62bfae","High",0.339683110243379,0.004,0.0328436363636364,"Firmicutes","Limnochordia","Limnochordia","Limnochordia","Hydrogenispora"
"599901893c8f7b1788802abba9b4ab2e","High",0.339683110243379,0.004,0.0328436363636364,"Patescibacteria","Parcubacteria","Candidatus_Wolfebacteria","Candidatus_Wolfebacteria","Candidatus_Wolfebacteria"
"8f233f95f6f4b4ba312a5646643c3966","High",0.339683110243379,0.005,0.0384013605442177,"Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"361d21df8e16c231e6835801f0645552","High",0.339683110243379,0.005,0.0384013605442177,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",""
"dee086e8a201afd1a7c3ebb0b2bba56a","High",0.339683110243379,0.005,0.0384013605442177,"Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"27054c3adc5bb1027163e1d7764d303b","High",0.339683110243379,0.005,0.0384013605442177,"Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacterales","BBMC-4"
"f08b1ac65bb72f427e7496291c49a495","High",0.339683110243379,0.005,0.0384013605442177,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured"
"8a2c92219c21eb6bc6171b8132316c78","High",0.339683110243379,0.005,0.0384013605442177,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",""
"66484ec8eff596db8dd6f7de2f57edd7","High",0.339683110243379,0.005,0.0384013605442177,"Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"60e1e2a6c6c598bbb2a79c77d6019066","High",0.339683110243379,0.005,0.0384013605442177,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",""
