"OTU","Sample","Abundance","Pot","Intensity","Frequency","Composition","Replicate","Microbes","Kingdom","Phylum"
"84f6998f9b93aef37ee9f2ca8995f0cd","35WHC1F",0,"Pot-35","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","25WLH2F",0,"Pot-25","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","8WLC2F",0,"Pot-8","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","7WLC2F",0,"Pot-7","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","62DLC2F",0,"Pot-62","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","35WHC2F",0,"Pot-35","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","26WLH1F",0,"Pot-26","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","90DLH1F",0,"Pot-90","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","2WLC1F",0,"Pot-2","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","98DHC2F",0,"Pot-98","Dry","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","29WLH1F",0,"Pot-29","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","28WLH1F",0,"Pot-28","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","26WLH2F",0,"Pot-26","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","90DLH2F",0,"Pot-90","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","2WLC2F",0,"Pot-2","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","9WLC1F",0,"Pot-9","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","29WLH2F",0,"Pot-29","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","28WLH2F",0,"Pot-28","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","27WLH1F",0,"Pot-27","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","96DHC1F",0,"Pot-96","Dry","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","30WLH1F",0,"Pot-30","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","9WLC2F",0,"Pot-9","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","98DHC1F",0,"Pot-98","Dry","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","97DHC1F",0,"Pot-97","Dry","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","97DHC2F",0,"Pot-97","Dry","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","96DHC2F",0,"Pot-96","Dry","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"c06dca33c44e80a63c82e75b5be8cd86","10WLC1F",0,"Pot-10","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","54WHH1F",0,"Pot-54","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","36WHC1F",0,"Pot-36","Wet","High","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","26WLH2F",0,"Pot-26","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","10WLC2F",0,"Pot-10","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","63DLC2F",0,"Pot-63","Dry","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","54WHH2F",0,"Pot-54","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","36WHC2F",0,"Pot-36","Wet","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","55WHH1F",0,"Pot-55","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","28WLH1F",0,"Pot-28","Wet","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","114DHH2F",0,"Pot-114","Dry","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","64DLC2F",0,"Pot-64","Dry","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","37WHC2F",0,"Pot-37","Wet","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","28WLH2F",0,"Pot-28","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","56WHH1F",0,"Pot-56","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","38WHC1F",0,"Pot-38","Wet","High","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","29WLH1F",0,"Pot-29","Wet","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","117DHH2F",0,"Pot-117","Dry","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","56WHH2F",0,"Pot-56","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","38WHC2F",0,"Pot-38","Wet","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","29WLH2F",0,"Pot-29","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","57WHH1F",0,"Pot-57","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","2WLC1F",0,"Pot-2","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","119DHH2F",0,"Pot-119","Dry","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","57WHH2F",0,"Pot-57","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","2WLC2F",0,"Pot-2","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","1WLC1F",0,"Pot-1","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","3WLC1F",0,"Pot-3","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","58WHH2F",0,"Pot-58","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","3WLC2F",0,"Pot-3","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","21WLH1F",0,"Pot-21","Wet","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","59WHH1F",0,"Pot-59","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","68DLC2F",0,"Pot-68","Dry","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","59WHH2F",0,"Pot-59","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","31WHC2F",0,"Pot-31","Wet","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","5WLC1F",0,"Pot-5","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","4WLC1F",0,"Pot-4","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","69DLC2F",0,"Pot-69","Dry","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","5WLC2F",0,"Pot-5","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","4WLC2F",0,"Pot-4","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","23WLH1F",0,"Pot-23","Wet","Low","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","6WLC1F",0,"Pot-6","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","23WLH2F",0,"Pot-23","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","6WLC2F",0,"Pot-6","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","61DLC2F",0,"Pot-61","Dry","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","52WHH2F",0,"Pot-52","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","34WHC2F",0,"Pot-34","Wet","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","8WLC1F",0,"Pot-8","Wet","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","53WHH1F",0,"Pot-53","Wet","High","Heterospecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","25WLH2F",0,"Pot-25","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","8WLC2F",0,"Pot-8","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","53WHH2F",0,"Pot-53","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","9WLC2F",0,"Pot-9","Wet","Low","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","98DHC2F",0,"Pot-98","Dry","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","97DHC2F",0,"Pot-97","Dry","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","96DHC2F",0,"Pot-96","Dry","High","Conspecific",2,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","98DHC1F",0,"Pot-98","Dry","High","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","1WLC1F",0,"Pot-1","Wet","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","58WHH2F",0,"Pot-58","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","3WLC2F",0,"Pot-3","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","59WHH2F",0,"Pot-59","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","5WLC2F",0,"Pot-5","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","4WLC2F",0,"Pot-4","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","8WLC2F",0,"Pot-8","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","26WLH2F",0,"Pot-26","Wet","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","63DLC2F",0,"Pot-63","Dry","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","55WHH2F",0,"Pot-55","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","28WLH2F",0,"Pot-28","Wet","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","56WHH2F",0,"Pot-56","Wet","High","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","29WLH2F",0,"Pot-29","Wet","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","84DLH2F",0,"Pot-84","Dry","Low","Heterospecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","2WLC2F",0,"Pot-2","Wet","Low","Conspecific",2,"Fungi","Fungi","Unclassified"
"f46c053357cb00dfa814680ac7fe3ba9","3WLC1F",0,"Pot-3","Wet","Low","Conspecific",1,"Fungi","Fungi","Unclassified"
